card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass
,"Broomfield, Colorado","October 3, 2008",Strikeforce: Payback,1,Drew Dober,/wiki/Drew_Dober,Lumumba Sayers,/wiki/Lumumba_Sayers,KO (punch),,def.,00:16,Welterweight
,"Broomfield, Colorado","October 3, 2008",Strikeforce: Payback,3,Alan Gomez,,Jordan Goodwin,,Decision (unanimous),,def.,05:00,Lightweight
,"Broomfield, Colorado","October 3, 2008",Strikeforce: Payback,3,Eric Galvan,,Jeremy Malaterre,,"Decision (split) (29â€“28, 30â€“27, 28â€“29)",,def.,05:00,Lightweight
,"Broomfield, Colorado","October 3, 2008",Strikeforce: Payback,1,Turrell Galloway,,Brett Tillis,,Submission (rear-naked choke),,def.,01:21,Catchweight (140Â lb)
,"Broomfield, Colorado","October 3, 2008",Strikeforce: Payback,1,Aaron Trujillo,,Haven Torres,,TKO (punches),,def.,02:59,Flyweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,1,Renato Sobral,/wiki/Renato_Sobral,Bobby Southworth,/wiki/Bobby_Southworth,TKO (doctor stoppage),,def.,05:00,Light Heavyweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,3,Duane Ludwig,/wiki/Duane_Ludwig,Yves Edwards,/wiki/Yves_Edwards,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,160 lb. Catchweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,1,Scott Smith,/wiki/Scott_Smith_(fighter),Terry Martin,/wiki/Terry_Martin_(fighter),KO (punch),,def.,00:29,Middleweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,2,Joe Riggs,/wiki/Joe_Riggs,Luke Stewart,/wiki/Luke_Stewart,TKO (punches),,def.,02:05,Welterweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,1,Luke Rockhold,/wiki/Luke_Rockhold,Nik Theotikos,,Submission (rear-naked choke),,def.,03:06,Middleweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,1,Kim Couture,/wiki/Kim_Couture,Lina Kvokov,,TKO (punches),,def.,03:44,Women's Bantamweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,3,Darren Uyenoyama,/wiki/Darren_Uyenoyama,Brad Royster,,Decision (unanimous),,def.,05:00,Bantamweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,2,Alvin Cacdac,,Jose Palacios,,Submission (rear-naked choke),,def.,03:10,Featherweight
,"San Jose, California","November 21, 2008",Strikeforce: Destruction,1,Zak Bucia,/wiki/Zak_Bucia,Adam Steel,,Submission (guillotine choke),,def.,00:35,Welterweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,2,Gilbert Melendez,/wiki/Gilbert_Melendez,Rodrigo Damm,/wiki/Rodrigo_Damm,KO (punches),,def.,02:02,Lightweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,2,Nick Diaz,/wiki/Nick_Diaz,Frank Shamrock,/wiki/Frank_Shamrock,TKO (punches),,def.,03:57,Catchweight (179 lb)
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,3,Scott Smith,/wiki/Scott_Smith_(fighter),Benji Radach,/wiki/Benji_Radach,KO (punch),,def.,03:24,Middleweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,3,Cristiane Justino,/wiki/Cristiane_Justino,Hitomi Akano,/wiki/Hitomi_Akano,TKO (punches),,def.,00:35,Catchweight (151 lb)
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,2,Brett Rogers,/wiki/Brett_Rogers,Ron Humphrey,,TKO (knees),,def.,01:38,Heavyweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,1,Luke Rockhold,/wiki/Luke_Rockhold,Buck Meredith,,Submission (rear-naked choke),,def.,04:07,Middleweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,1,Eric Lawson,/wiki/Eric_Lawson,Waylon Kennell,,TKO (punches),,def.,04:54,Middleweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,1,Raul Castillo,/wiki/Raul_Castillo,Brandon Michaels,,Submission (rear-naked choke),,def.,01:45,Catchweight (187.5 lb)
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,3,James Terry,/wiki/James_Terry_(fighter),Zak Bucia,/wiki/Zak_Bucia,Decision (unanimous),,def.,05:00,Welterweight
,"San Jose, California","April 11, 2009",Strikeforce: Shamrock vs. Diaz,2,Shingo Kohara,,Jeremy Tavares,,KO (knee),,def.,00:04,Bantamweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Jake Shields,/wiki/Jake_Shields,Robbie Lawler,/wiki/Robbie_Lawler,Submission (guillotine choke),,def.,02:02,Catchweight (182Â lb)
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Brett Rogers,/wiki/Brett_Rogers,Andrei Arlovski,/wiki/Andrei_Arlovski,TKO (punches),,def.,00:22,Heavyweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,3,Nick Diaz,/wiki/Nick_Diaz,Scott Smith,/wiki/Scott_Smith_(fighter),Submission (rear-naked choke),,def.,01:41,Catchweight (180Â lb)
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,3,Joe Riggs,/wiki/Joe_Riggs,Phil Baroni,/wiki/Phil_Baroni,"Decision (unanimous) (30â€“27, 30â€“27, 30â€“27)",,def.,05:00,Welterweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,2,Mike Kyle,/wiki/Mike_Kyle,Rafael Cavalcante,/wiki/Rafael_Cavalcante,KO (punches),,def.,04:05,Light Heavyweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,3,Mike Whitehead,/wiki/Mike_Whitehead,Kevin Randleman,/wiki/Kevin_Randleman,"Decision (unanimous) (29â€“28, 29â€“28, 29â€“28)",,def.,05:00,Light Heavyweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Jesse Finney,,Josh Bumgarner,,Submission (kimura),,def.,01:55,Catchweight (175Â lb)
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Lucas Lopes,/wiki/Lucas_Lopes,Scott Ventimiglia,,Disqualification (illegal knee),,def.,03:26,Middleweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Tyron Woodley,/wiki/Tyron_Woodley,Sal Woods,,Submission (arm triangle choke),,def.,04:20,Welterweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Booker DeRousse,,James Wade,,TKO (punches),,def.,04:06,Light Heavyweight
,St. Louis,"June 6, 2009",Strikeforce: Lawler vs. Shields,1,Pat Benson,,Dave Cochran,,Submission (armbar),,def.,02:42,Lightweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,Cristiane Justino,/wiki/Cristiane_Justino,Gina Carano,/wiki/Gina_Carano,TKO (punches),,def.,04:59,Women's Featherweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,Gegard Mousasi,/wiki/Gegard_Mousasi,Renato Sobral,/wiki/Renato_Sobral,KO (punches),,def.,01:00,Light Heavyweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,3,Gilbert Melendez,/wiki/Gilbert_Melendez,Mitsuhiro Ishida,/wiki/Mitsuhiro_Ishida,TKO (punches),,def.,03:56,Lightweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,FabrÃ_cio Werdum,/wiki/Fabr%C3%ADcio_Werdum,Mike Kyle,/wiki/Mike_Kyle,Submission (guillotine choke),,def.,01:24,Heavyweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,3,Jay Hieron,/wiki/Jay_Hieron,Jesse Taylor,/wiki/Jesse_Taylor,"Decision (unanimous) (30â€“27, 30â€“27, 30â€“27)",,def.,05:00,Welterweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,3,Justin Wilcox,/wiki/Justin_Wilcox,David Douglas,/wiki/David_Douglas_(fighter),Submission (rear-naked choke),,def.,03:16,Lightweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,Alexander Trevino,/wiki/Alexander_Trevino,Isaiah Hill,,Submission (keylock),,def.,03:56,Lightweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,James Terry,/wiki/James_Terry_(fighter),Zak Bucia,/wiki/Zak_Bucia,TKO (head kick and punches),,def.,01:23,Welterweight
,"San Jose, California","August 15, 2009",Strikeforce: Carano vs. Cyborg,1,Scott Lighty,/wiki/Scott_Lighty,Mike Cook,,TKO (punch to the body),,def.,02:05,Light Heavyweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,2,Fedor Emelianenko,/wiki/Fedor_Emelianenko,Brett Rogers,/wiki/Brett_Rogers,TKO (punches),,def.,01:48,Heavyweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,5,Jake Shields,/wiki/Jake_Shields,Jason Miller,/wiki/Jason_Miller_(fighter),"Decision (unanimous) (49â€“46, 49â€“46, 48â€“47)",,def.,05:00,Middleweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,2,Gegard Mousasi,/wiki/Gegard_Mousasi,Rameau Thierry Sokoudjou,/wiki/Rameau_Thierry_Sokoudjou,TKO (punches),,def.,03:43,Light Heavyweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,3,FabrÃ_cio Werdum,/wiki/Fabr%C3%ADcio_Werdum,AntÃ´nio Silva,/wiki/Ant%C3%B4nio_Silva_(fighter),"Decision (unanimous) (29â€“28, 29â€“28, 29â€“28)",,def.,05:00,Heavyweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,1,Marloes Coenen,/wiki/Marloes_Coenen,Roxanne Modafferi,/wiki/Roxanne_Modafferi,Submission (armbar),,def.,01:05,Women's Featherweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,1,Jeff Curran,/wiki/Jeff_Curran,Dustin Neace,/wiki/Dustin_Neace,Verbal submission (rib injury),,def.,01:39,Catchweight (150Â lb)
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,2,Nate Moore,/wiki/Nate_Moore,Louis Taylor,/wiki/Louis_Taylor,Submission (punches),,def.,03:24,Middleweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,3,Shamar Bailey,/wiki/Shamar_Bailey,John Kolosci,/wiki/John_Kolosci,"Decision (unanimous) (29â€“27, 29â€“27, 29â€“27)",,def.,05:00,Middleweight
,"Hoffman Estates, Illinois","November 7, 2009",Strikeforce: Fedor vs. Rogers,3,Christian Uflacker,/wiki/Christian_Uflacker,Jonatas Novaes,,"Decision (unanimous) (30â€“25, 30â€“25, 29â€“26)",,def.,05:00,Welterweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,3,Scott Smith,/wiki/Scott_Smith_(fighter),Cung Le,/wiki/Cung_Le,KO (Punches),,def.,03:25,Middleweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,5,Gilbert Melendez,/wiki/Gilbert_Melendez,Josh Thomson,/wiki/Josh_Thomson,Decision (unanimous),,def.,05:00,Lightweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,1,Ronaldo Souza,/wiki/Ronaldo_Souza,Matt Lindland,/wiki/Matt_Lindland,Submission (arm-triangle choke),,def.,04:18,Middleweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,1,Muhammed Lawal,/wiki/Muhammed_Lawal,Mike Whitehead,/wiki/Mike_Whitehead,KO (punches),,def.,03:08,Heavyweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,1,Antwain Britt,/wiki/Antwain_Britt,Scott Lighty,/wiki/Scott_Lighty,TKO (doctor stoppage),,def.,05:00,Light Heavyweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,3,Justin Wilcox,/wiki/Justin_Wilcox,Daisuke Nakamura,/wiki/Daisuke_Nakamura_(fighter),Decision (unanimous),,def.,05:00,Lightweight
,"San Jose, CA","December 19, 2009",Strikeforce: Evolution,3,Alexander Crispim,,A.J. Fonseca,,Decision (unanimous),,def.,05:00,Featherweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,1,Nick Diaz,/wiki/Nick_Diaz,Marius Å_aromskis,/wiki/Marius_%C5%BDaromskis,TKO (punches),,def.,04:38,Welterweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,3,Cristiane Santos,/wiki/Cristiane_Santos,Marloes Coenen,/wiki/Marloes_Coenen,TKO (punches),,def.,03:40,Women's Featherweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,3,Herschel Walker,/wiki/Herschel_Walker,Greg Nagy,,TKO (punches),,def.,02:17,Heavyweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,1,Robbie Lawler,/wiki/Robbie_Lawler,Melvin Manhoef,/wiki/Melvin_Manhoef,KO (punch),,def.,03:33,Middleweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,1,Bobby Lashley,/wiki/Bobby_Lashley,Wes Sims,/wiki/Wes_Sims_(fighter),TKO (punches),,def.,02:06,Heavyweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,3,Jay Hieron,/wiki/Jay_Hieron,Joe Riggs,/wiki/Joe_Riggs,"Decision (unanimous) (29â€“28, 30â€“27, 30â€“27)",,def.,05:00,Welterweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,2,John Kelly,,Sabah Homasi,/wiki/Sabah_Homasi,Submission (rear-naked choke),,def.,02:48,Welterweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,2,Hayder Hassan,,Ryan Keenan,,KO (punch),,def.,02:42,Welterweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,1,Pablo Alfonso,,Marcos da Matta,,Submission (armbar),,def.,01:47,Featherweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,3,David Gomez,,Craig Oxley,,"Decision (unanimous) (30â€“27, 30â€“27, 30â€“27)",,def.,05:00,Lightweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,1,Joe Ray,,John Clarke,,TKO (punches),,def.,03:14,Welterweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,2,Jeffrey Cachia,,Matt Cooper,,KO (punches),,def.,02:26,Middleweight
,"Sunrise, Florida","January 30, 2010",Strikeforce: Miami,3,Michael Byrnes,/wiki/Michael_Byrnes,Dave Zitanick,,"Decision (majority) (29â€“29, 30â€“27, 30â€“27)",,def.,05:00,Welterweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,5,Jake Shields,/wiki/Jake_Shields,Dan Henderson,/wiki/Dan_Henderson,"Decision (unanimous) (48-45, 49-45, 49-46)",,def.,05:00,Middleweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,5,Gilbert Melendez,/wiki/Gilbert_Melendez,Shinya Aoki,/wiki/Shinya_Aoki,"Decision (unanimous) (50-45, 50-45, 50-45)",,def.,05:00,Lightweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,5,Muhammed Lawal,/wiki/Muhammed_Lawal,Gegard Mousasi,/wiki/Gegard_Mousasi,"Decision (unanimous) (49-45, 49-45, 49-45)",,def.,05:00,Light Heavyweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,1,Ovince St. Preux,/wiki/Ovince_St._Preux,Chris Hawk,,TKO (Punches),,def.,00:47,Light Heavyweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,1,Andy Uhrich,/wiki/Andy_Uhrich,Dustin West,,Submission (rear-naked choke),,def.,01:36,Welterweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,1,Jason Miller,/wiki/Jason_Miller_(fighter),Tim Stout,,TKO (punches),,def.,03:09,Middleweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,2,Cale Yarbrough,/wiki/Cale_Yarbrough,Josh Schockman,,TKO (knee and punches),,def.,01:01,Light Heavyweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,3,Zach Underwood,/wiki/Zach_Underwood,Hunter Worsham,,Decision (unanimous),,def.,05:00,Middleweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,1,Dustin Ortiz,/wiki/Dustin_Ortiz,Justin Pennington,,Submission (rear-naked choke),,def.,04:27,Flyweight
,"Nashville, Tennessee","April 17, 2010",Strikeforce: Nashville,3,Cody Floyd,,Thomas Campbell,,KO (knee),,def.,00:41,Featherweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Alistair Overeem,/wiki/Alistair_Overeem,Brett Rogers,/wiki/Brett_Rogers,TKO (Punches),,def.,03:40,Heavyweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,3,Antonio Silva,/wiki/Ant%C3%B4nio_Silva_(fighter),Andrei Arlovski,/wiki/Andrei_Arlovski,Decision (unanimous),,def.,05:00,Heavyweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,3,Ronaldo Souza,/wiki/Ronaldo_Souza,Joey Villasenor,/wiki/Joey_Villasenor,Decision (unanimous),,def.,05:00,Middleweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,2,Roger Gracie,/wiki/Roger_Gracie,Kevin Randleman,/wiki/Kevin_Randleman,Submission (rear-naked choke),,def.,04:10,Light Heavyweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Rafael Cavalcante,/wiki/Rafael_Cavalcante,Antwain Britt,/wiki/Antwain_Britt,KO (punches),,def.,03:45,Light Heavyweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,3,Lyle Beerbohm,/wiki/Lyle_Beerbohm,Vitor Ribeiro,/wiki/Vitor_Ribeiro,Decision (split),,def.,05:00,Lightweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Jesse Finney,,Justin DeMoney,,Submission (guillotine choke),,def.,03:22,Catchweight (172 lb)
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,3,Matt Ricehouse,/wiki/Matt_Ricehouse,Greg Wilson Jr.,,Submission (rear-naked choke),,def.,00:45,Lightweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Tom Aaron,,Erik Steenberg,,Submission (guillotine choke),,def.,00:56,Catchweight (157 lb)
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Francisco France,,Lee Brousseau,,Submission (rear-naked choke),,def.,01:27,Light Heavyweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,1,Michael Chandler,/wiki/Michael_Chandler,Salvador Woods,,Submission (rear-naked choke),,def.,00:59,Welterweight
,"St. Louis, Missouri","May 15, 2010",Strikeforce: Heavy Artillery,3,Darryl Cobb,,Booker DeRousse,,Decision (split),,def.,05:00,Light Heavyweight
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,3,Renato Sobral,/wiki/Renato_Sobral,Robbie Lawler,/wiki/Robbie_Lawler,"Decision (unanimous) (29â€“28, 29â€“28, 29â€“28)",,def.,05:00,Catchweight (195 lb)
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,1,Evangelista Santos,/wiki/Evangelista_Santos,Marius Å_aromskis,/wiki/Marius_%C5%BDaromskis,TKO (head kick and punches),,def.,02:38,Welterweight
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,1,Tim Kennedy,/wiki/Tim_F_Kennedy,Trevor Prangley,/wiki/Trevor_Prangley,Submission (rear-naked choke),,def.,03:35,Middleweight
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,3,K.J. Noons,/wiki/K.J._Noons,Conor Heun,/wiki/Conor_Heun,"Decision (split) (27â€“30, 29â€“28, 29â€“28)",,def.,05:00,Catchweight (160 lb)
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,2,Hugo Sandoval,,Marcus Kowal,,TKO (strikes),,def.,00:43,Bantamweight
,"Los Angeles, California","June 16, 2010",Strikeforce: Los Angeles,2,Jeremy Umphries,,R.J. Clifford,,Technical submission (rear-naked choke),,def.,02:27,Catchweight (160 lb)
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,1,FabrÃ_cio Werdum,/wiki/Fabr%C3%ADcio_Werdum,Fedor Emelianenko,/wiki/Fedor_Emelianenko,Submission (triangle armbar),,def.,01:09,Heavyweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,2,Cristiane Santos,/wiki/Cristiane_Santos,Jan Finney,/wiki/Jan_Finney,TKO (knee to the body),,def.,02:56,Women's Featherweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,2,Cung Le,/wiki/Cung_Le,Scott Smith,/wiki/Scott_Smith_(fighter),KO (spinning back kick and punches),,def.,01:46,Middleweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,3,Josh Thomson,/wiki/Josh_Thomson,Pat Healy,/wiki/Pat_Healy_(fighter),Submission (rear-naked choke),,def.,04:27,Lightweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,3,Bobby Stack,,Derrick Burnsed,,"Decision (split) (29â€“28, 27â€“30, 29â€“28)",,def.,05:00,Lightweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,2,Yancy Medeiros,/wiki/Yancy_Medeiros,Gareth Joseph,,KO (punches),,def.,01:19,Middleweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,3,Bret Bergmark,/wiki/Bret_Bergmark,Vagner Rocha,/wiki/Vagner_Rocha,"Decision (unanimous) (29â€“28, 30â€“27, 30â€“26)",,def.,05:00,Welterweight
,"San Jose, California","June 26, 2010",Strikeforce: Fedor vs. Werdum,2,Chris Cope,/wiki/Chris_Cope,Ron Keslar,/wiki/Ron_Keslar,TKO (head kick and punches),,def.,04:32,Middleweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,3,Rafael Cavalcante,/wiki/Rafael_Cavalcante,Muhammed Lawal,/wiki/Muhammed_Lawal,TKO (punches and elbows),,def.,01:14,Light Heavyweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,5,Ronaldo Souza,/wiki/Ronaldo_Souza,Tim Kennedy,/wiki/Tim_Kennedy_(fighter),Decision (unanimous),,def.,05:00,Middleweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,2,K.J. Noons,/wiki/K.J._Noons,Jorge Gurgel,/wiki/Jorge_Gurgel,TKO (punches),,def.,00:19,Lightweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,2,Chad Griggs,/wiki/Chad_Griggs,Bobby Lashley,/wiki/Bobby_Lashley,TKO (retirement),,def.,05:00,Heavyweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,3,Andre Galvao,/wiki/Andre_Galvao,Jorge Patino,/wiki/Jorge_Patino,TKO (punches),,def.,02:45,Welterweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,1,Daniel Cormier,/wiki/Daniel_Cormier,Jason Riley,,Submission (punches),,def.,01:02,Heavyweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,3,Artenas Young,,Chad Cook,,Decision (unanimous),,def.,03:00,Light Heavyweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,3,Chad Robichaux,,Humberto DeLeon,,Decision (split),,def.,03:00,Bantamweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,1,Rey Trujillo,,Jose Santibanez,,TKO (punches),,def.,00:28,Lightweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,1,Adam Schindler,/wiki/Adam_Schindler,Kierre Gooch,,Submission (rear-naked choke),,def.,01:58,Lightweight
,"Houston, Texas","August 21, 2010",Strikeforce: Houston,3,Vinicius MagalhÃ£es,/wiki/Vinicius_Magalh%C3%A3es_(Draculino),Rocky Long,,Decision (unanimous),,def.,03:00,Featherweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,5,Nick Diaz,/wiki/Nick_Diaz,K.J. Noons,/wiki/K.J._Noons,"Decision (unanimous) (48â€“47, 49â€“47, 49â€“46)",,def.,05:00,Welterweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,3,Marloes Coenen,/wiki/Marloes_Coenen,Sarah Kaufman,/wiki/Sarah_Kaufman_(fighter),Submission (armbar),,def.,01:59,Women's Bantamweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,3,Josh Thomson,/wiki/Josh_Thomson,Gesias Cavalcante,/wiki/Gesias_Cavalcante,"Decision (unanimous) (29â€“28, 29â€“28, 30â€“27)",,def.,05:00,Lightweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,1,Tyron Woodley,/wiki/Tyron_Woodley,AndrÃ© GalvÃ£o,/wiki/Andr%C3%A9_Galv%C3%A3o,TKO (punches),,def.,01:48,Welterweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,3,James Terry,/wiki/James_Terry_(fighter),David Marshall,,Decision (unanimous),,def.,05:00,Welterweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,3,Josh McDonald,,Ron Keslar,/wiki/Ron_Keslar,Decision (unanimous),,def.,05:00,Middleweight
,"San Jose, California","October 9, 2010",Strikeforce: Diaz vs. Noons II,2,Jess Bouscal,,Luis Mendoza,,Submission (arm-triangle choke),,def.,03:00,Lightweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,1,Dan Henderson,/wiki/Dan_Henderson,Renato Sobral,/wiki/Renato_Sobral,KO (punches),,def.,01:53,Light Heavyweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,1,Paul Daley,/wiki/Paul_Daley,Scott Smith,/wiki/Scott_Smith_(fighter),KO (punch),,def.,02:09,Welterweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,2,AntÃ´nio Silva,/wiki/Ant%C3%B4nio_Silva_(fighter),Mike Kyle,/wiki/Mike_Kyle,TKO (punches),,def.,02:49,Heavyweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,1,Robbie Lawler,/wiki/Robbie_Lawler,Matt Lindland,/wiki/Matt_Lindland,KO (punches),,def.,00:50,Middleweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,3,Ovince St. Preux,/wiki/Ovince_St._Preux,Benji Radach,/wiki/Benji_Radach,"Decision (unanimous) (30â€“27, 30â€“26, 30â€“25)",,def.,05:00,Light Heavyweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,1,J.W. Wright,,Josh Epps,,Submission (guillotine choke),,def.,01:29,Catchweight (130Â lb)
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,2,Booker DeRousse,,Coltin Cole,,TKO (strikes),,def.,03:04,Middleweight
,"St. Louis, Missouri","December 4, 2010",Strikeforce: Henderson vs. Babalu II,1,Mike Glenn,,Lee Brousseau,,TKO (strikes),,def.,02:00,Light Heavyweight
