city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Welterweight,3,Mike Pyle,def.,/wiki/Mike_Pyle_(fighter),John Hathaway,/wiki/John_Hathaway,"Decision (unanimous)(30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Heavyweight,3,Cheick Kongo,vs.,/wiki/Cheick_Kongo,Travis Browne,/wiki/Travis_Browne,"Draw (unanimous) (28_ÑÐ28, 28_ÑÐ28, 28_ÑÐ28)",Ultimate Fighting Championship,05:00,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Welterweight,3,Claude Patrick,def.,/wiki/Claude_Patrick,James Wilks,/wiki/James_Wilks,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Light Heavyweight,2,Alexander Gustafsson,def.,/wiki/Alexander_Gustafsson,Cyrille DiabatÕ©,/wiki/Cyrille_Diabat%C3%A9,Submission (rear-naked choke),Ultimate Fighting Championship,02:41,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Heavyweight,3,Rob Broughton,def.,/wiki/Rob_Broughton,Vinicius Queiroz,/wiki/Vinicius_Queiroz,Submission (rear-naked choke),Ultimate Fighting Championship,01:43,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Lightweight,1,Paul Sass,def.,/wiki/Paul_Sass,Mark Holst,/wiki/Mark_Holst,Submission (triangle choke),Ultimate Fighting Championship,04:45,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Lightweight,3,Spencer Fisher,def.,/wiki/Spencer_Fisher,Curt Warburton,/wiki/Curt_Warburton,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Light Heavyweight,3,Fabio Maldonado,def.,/wiki/Fabio_Maldonado,James McSweeney,/wiki/James_McSweeney,TKO (punches),Ultimate Fighting Championship,00:48,O
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Heavyweight,1,Cain Velasquez,def.,/wiki/Cain_Velasquez,Brock Lesnar,/wiki/Brock_Lesnar,TKO (punches),Ultimate Fighting Championship,04:12,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Welterweight,3,Jake Shields,def.,/wiki/Jake_Shields,Martin Kampmann,/wiki/Martin_Kampmann,"Decision (split) (28-29, 30_ÑÐ27, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Welterweight,3,Diego Sanchez,def.,/wiki/Diego_Sanchez,Paulo Thiago,/wiki/Paulo_Thiago,"Decision (unanimous) (30_ÑÐ26, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Light Heavyweight,3,Matt Hamill,def.,/wiki/Matt_Hamill,Tito Ortiz,/wiki/Tito_Ortiz,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Heavyweight,3,Brendan Schaub,def.,/wiki/Brendan_Schaub,Gabriel Gonzaga,/wiki/Gabriel_Gonzaga,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Middleweight,3,Court McGee,def.,/wiki/Court_McGee,Ryan Jensen,/wiki/Ryan_Jensen_(fighter),Submission (arm-triangle choke),Ultimate Fighting Championship,01:21,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Middleweight,3,Tom Lawlor,def.,/wiki/Tom_Lawlor,Patrick CÕâtÕ©,/wiki/Patrick_C%C3%B4t%C3%A9_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Welterweight,1,Daniel Roberts,def.,/wiki/Daniel_Roberts_(fighter),Mike Guymon,/wiki/Mike_Guymon,Submission (anaconda choke),Ultimate Fighting Championship,01:21,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Lightweight,3,Sam Stout,def.,/wiki/Sam_Stout,Paul Taylor,/wiki/Paul_Taylor_(fighter),"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Middleweight,3,Chris Camozzi,def.,/wiki/Chris_Camozzi,Dongi Yang,/wiki/Dongi_Yang,"Decision (split) (29_ÑÐ28,28_ÑÐ29,29_ÑÐ28)",Ultimate Fighting Championship,05:00,Honda Center
Anaheim,"October 23, 2010",UFC 121: Lesnar vs. Velasquez,Heavyweight,1,Jon Madsen,def.,/wiki/Jon_Madsen,Gilbert Yvel,/wiki/Gilbert_Yvel,TKO (punches),Ultimate Fighting Championship,01:48,Honda Center
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Middleweight,3,Yushin Okami,def.,/wiki/Yushin_Okami,Nate Marquardt,/wiki/Nate_Marquardt,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Lightweight,1,Dennis Siver,def.,/wiki/Dennis_Siver,Andre Winner,/wiki/Andre_Winner,Submission (rear-naked choke),Ultimate Fighting Championship,03:37,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Welterweight,3,Amir Sadollah,def.,/wiki/Amir_Sadollah,Peter Sobotta,/wiki/Peter_Sobotta,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Light Heavyweight,3,Krzysztof Soszynski,def.,/wiki/Krzysztof_Soszynski,Goran Reljic,/wiki/Goran_Reljic,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Welterweight,3,Duane Ludwig,def.,/wiki/Duane_Ludwig,Nick Osipczak,/wiki/Nick_Osipczak,"Decision (split) (28_ÑÐ30, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Light Heavyweight,1,Vladimir Matyushenko,def.,/wiki/Vladimir_Matyushenko,Alexandre Ferreira,/wiki/Alexandre_Ferreira_(fighter),TKO (punches and elbows),Ultimate Fighting Championship,02:20,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Welterweight,3,Pascal Krauss,def.,/wiki/Pascal_Krauss,,,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Middleweight,2,Kyle Noke,def.,/wiki/Kyle_Noke,Rob Kimmons,/wiki/Rob_Kimmons,Submission (rear-naked choke),Ultimate Fighting Championship,01:33,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Light Heavyweight,1,Karlos Vemola,def.,/wiki/Karlos_Vemola,Seth Petruzelli,/wiki/Seth_Petruzelli,TKO (punches),Ultimate Fighting Championship,03:46,KÕ_nig Pilsener Arena
"Oberhausen, Germany","November 13, 2010",UFC 122: Marquardt vs. Okami,Welterweight,1,Carlos Eduardo Rocha,def.,/wiki/Carlos_Eduardo_Rocha,Kris McCray,/wiki/Kris_McCray,Submission (kneebar),Ultimate Fighting Championship,02:36,KÕ_nig Pilsener Arena
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Light Heavyweight,3,Quinton Jackson,def.,/wiki/Quinton_Jackson,Lyoto Machida,/wiki/Lyoto_Machida,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Welterweight,1,B.J. Penn,def.,/wiki/B.J._Penn,Matt Hughes,/wiki/Matt_Hughes_(fighter),KO (punches),Ultimate Fighting Championship,00:21,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Middleweight,3,Maiquel FalcÕ£o,def.,/wiki/Maiquel_Falc%C3%A3o,Gerald Harris,/wiki/Gerald_Harris_(fighter),"Decision (unanimous) (29_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Light Heavyweight,2,Phil Davis,def.,/wiki/Phil_Davis_(fighter),Tim Boetsch,/wiki/Tim_Boetsch,Submission (modified kimura),Ultimate Fighting Championship,02:55,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Lightweight,2,George Sotiropoulos,def.,/wiki/George_Sotiropoulos,Joe Lauzon,/wiki/Joe_Lauzon,Submission (kimura),Ultimate Fighting Championship,02:43,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Welterweight,2,Brian Foster,def.,/wiki/Brian_Foster_(fighter),Matt Brown,/wiki/Matt_Brown_(fighter),Submission (guillotine choke),Ultimate Fighting Championship,02:11,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Middleweight,3,Mark MuÕ±oz,def.,/wiki/Mark_Mu%C3%B1oz,Aaron Simpson,/wiki/Aaron_Simpson_(fighter),"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Welterweight,1,Dennis Hallman,def.,/wiki/Dennis_Hallman,Karo Parisyan,/wiki/Karo_Parisyan,TKO (punches),Ultimate Fighting Championship,01:47,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Lightweight,3,Edson Barboza,def.,/wiki/Edson_Barboza,,,TKO (leg kicks),Ultimate Fighting Championship,00:26,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Lightweight,2,Paul Kelly,def.,/wiki/Paul_Kelly_(fighter),,,TKO (elbows),Ultimate Fighting Championship,03:18,The Palace of Auburn Hills
Auburn Hills,"November 20, 2010",UFC 123: Rampage vs. Machida,Lightweight,3,Nik Lentz,def.,/wiki/Nik_Lentz,Tyson Griffin,/wiki/Tyson_Griffin,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,The Palace of Auburn Hills
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Lightweight,3,Jonathan Brookins,def.,/wiki/Jonathan_Brookins,Michael Johnson,/wiki/Michael_Johnson_(fighter),"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ27)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Light Heavyweight,3,Stephan Bonnar,def.,/wiki/Stephan_Bonnar,Igor Pokrajac,/wiki/Igor_Pokrajac,"Decision (unanimous) (29_ÑÐ26, 29_ÑÐ26, 29_ÑÐ26)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Middleweight,3,Demian Maia,def.,/wiki/Demian_Maia,Kendall Grove,/wiki/Kendall_Grove,"Decision (unanimous)(29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Welterweight,3,Rick Story,def.,/wiki/Rick_Story,Johny Hendricks,/wiki/Johny_Hendricks,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Featherweight,3,Leonard Garcia,def.,/wiki/Leonard_Garcia,Nam Phan,/wiki/Nam_Phan,"Decision (split) (29_ÑÐ28, 27_ÑÐ30, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Lightweight,1,Cody McKenzie,def.,/wiki/Cody_McKenzie,,,Submission (guillotine choke),Ultimate Fighting Championship,02:03,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Featherweight,3,Ian Loveland,def.,/wiki/Ian_Loveland,Tyler Toner,/wiki/Tyler_Toner,"Decision (unanimous) (30_ÑÐ26, 30_ÑÐ26, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Lightweight,3,Kyle Watson,def.,/wiki/Kyle_Watson,Sako Chivitchian,/wiki/Sako_Chivitchian,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Catchweight (138 lbs),3,Nick Pace,def.,/wiki/Nick_Pace,Will Campuzano,/wiki/Will_Campuzano,Submission (pillory choke),Ultimate Fighting Championship,04:32,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Featherweight,1,Pablo Garza,def.,/wiki/Pablo_Garza_(fighter),Fredson PaixÕ£o,/wiki/Fredson_Paix%C3%A3o,KO (flying knee),Ultimate Fighting Championship,00:51,Palms Casino Resort
"Las Vegas, Nevada","December 4, 2010",The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Middleweight,3,David Branch,def.,/wiki/David_Branch_(fighter),Rich Attonito,/wiki/Rich_Attonito,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Palms Casino Resort
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Welterweight,5,Georges St-Pierre,def.,/wiki/Georges_St-Pierre,Josh Koscheck,/wiki/Josh_Koscheck,"Decision (unanimous) (50_ÑÐ45, 50_ÑÐ45, 50_ÑÐ45)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Heavyweight,1,Stefan Struve,def.,/wiki/Stefan_Struve,Sean McCorkle,/wiki/Sean_McCorkle,TKO (punches),Ultimate Fighting Championship,03:55,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Lightweight,1,Jim Miller,def.,/wiki/Jim_Miller_(fighter),Charles Oliveira,/wiki/Charles_Oliveira,Submission (kneebar),Ultimate Fighting Championship,01:59,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Lightweight,1,Mac Danzig,def.,/wiki/Mac_Danzig,Joe Stevenson,/wiki/Joe_Stevenson,KO (punch),Ultimate Fighting Championship,01:54,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Welterweight,3,Thiago Alves,def.,/wiki/Thiago_Alves_(fighter),John Howard,/wiki/John_Howard_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Middleweight,3,Dan Miller,def.,/wiki/Dan_Miller_(fighter),Joe Doerksen,/wiki/Joe_Doerksen,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Lightweight,1,Mark Bocek,def.,/wiki/Mark_Bocek,Dustin Hazelett,/wiki/Dustin_Hazelett,Submission (triangle armbar),Ultimate Fighting Championship,02:33,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Middleweight,3,Rafael Natal,vs.,/wiki/Rafael_Natal,,,"Draw (majority) (29_ÑÐ28, 28_ÑÐ28, 28_ÑÐ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Welterweight,3,Sean Pierson,def.,/wiki/Sean_Pierson,Matthew Riddle,/wiki/Matthew_Riddle,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Welterweight,3,Ricardo Almeida,def.,/wiki/Ricardo_Almeida,TJ Grant,/wiki/TJ_Grant,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"December 11, 2010",UFC 124: St-Pierre vs. Koscheck 2,Lightweight,3,John Makdessi,def.,/wiki/John_Makdessi,,,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ26)",Ultimate Fighting Championship,05:00,Bell Centre
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Lightweight,5,Frankie Edgar,vs.,/wiki/Frankie_Edgar,Gray Maynard,/wiki/Gray_Maynard,"Draw (split) (46_ÑÐ48, 48_ÑÐ46, 47_ÑÐ47)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Middleweight,1,Brian Stann,def.,/wiki/Brian_Stann,Chris Leben,/wiki/Chris_Leben,TKO (knee and punches),Ultimate Fighting Championship,03:37,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Light Heavyweight,3,Brandon Vera,vs.,/wiki/Brandon_Vera,Thiago Silva,/wiki/Thiago_Silva_(fighter),No Contest (overturned),Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Welterweight,3,Dong Hyun Kim,def.,/wiki/Dong_Hyun_Kim,Nate Diaz,/wiki/Nate_Diaz,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Lightweight,2,Clay Guida,def.,/wiki/Clay_Guida,Takanori Gomi,/wiki/Takanori_Gomi,Submission (guillotine choke),Ultimate Fighting Championship,04:27,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Lightweight,3,Jeremy Stephens,def.,/wiki/Jeremy_Stephens,Marcus Davis,/wiki/Marcus_Davis,KO (punch),Ultimate Fighting Championship,02:33,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Featherweight,3,Dustin Poirier,def.,/wiki/Dustin_Poirier,Josh Grispi,/wiki/Josh_Grispi,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Middleweight,1,Brad Tavares,def.,/wiki/Brad_Tavares,Phil Baroni,/wiki/Phil_Baroni,KO (knees and punches),Ultimate Fighting Championship,04:20,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Featherweight,3,Diego Nunes,def.,/wiki/Diego_Nunes_(fighter),Mike Brown,/wiki/Mike_Brown_(fighter),"Decision (split) (29_ÑÐ28, 29_ÑÐ28, 28_ÑÐ29)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Welterweight,1,Daniel Roberts,def.,/wiki/Daniel_Roberts_(fighter),Greg Soto,/wiki/Greg_Soto,Submission (kimura),Ultimate Fighting Championship,03:45,MGM Grand Garden Arena
"Las Vegas, Nevada","January 1, 2011",UFC 125: Resolution,Lightweight,3,Jacob Volkmann,def.,/wiki/Jacob_Volkmann,Antonio McKee,/wiki/Antonio_McKee,"Decision (split) (29_ÑÐ28, 29_ÑÐ28, 28_ÑÐ29)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Lightweight,1,Melvin Guillard,def.,/wiki/Melvin_Guillard,Evan Dunham,/wiki/Evan_Dunham,TKO (knees),Ultimate Fighting Championship,02:58,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Heavyweight,1,Matt Mitrione,def.,/wiki/Matt_Mitrione,Tim Hague,/wiki/Tim_Hague,TKO (punches),Ultimate Fighting Championship,02:59,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Featherweight,1,Mark Hominick,def.,/wiki/Mark_Hominick,George Roop,/wiki/George_Roop,TKO (punches),Ultimate Fighting Championship,01:28,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Heavyweight,3,Pat Barry,def.,/wiki/Pat_Barry_(fighter),Joey Beltran,/wiki/Joey_Beltran,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Lightweight,3,Matt Wiman,def.,/wiki/Matt_Wiman,Cole Miller,/wiki/Cole_Miller,"Decision (unanimous) (29_ÑÐ28, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Lightweight,2,Yves Edwards,def.,/wiki/Yves_Edwards,Cody McKenzie,/wiki/Cody_McKenzie,Technical Submission (rear-naked choke),Ultimate Fighting Championship,04:33,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Welterweight,1,DaMarques Johnson,def.,/wiki/DaMarques_Johnson,Mike Guymon,/wiki/Mike_Guymon,Verbal Submission (body triangle),Ultimate Fighting Championship,03:22,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Featherweight,3,Rani Yahya,def.,/wiki/Rani_Yahya,Mike Brown,/wiki/Mike_Brown_(fighter),"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Lightweight,3,Waylon Lowe,def.,/wiki/Waylon_Lowe,Willamy Freire,/wiki/Willamy_Freire,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Welterweight,3,Charlie Brenneman,def.,/wiki/Charlie_Brenneman,,,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Fort Hood
Killeen,"January 22, 2011",UFC: Fight for the Troops 2,Bantamweight,3,Chris Cariaso,def.,/wiki/Chris_Cariaso,Will Campuzano,/wiki/Will_Campuzano,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Fort Hood
"Las Vegas, Nevada","February 5, 2011",UFC 126: Silva vs. Belfort,Middleweight,1,Anderson Silva,def.,/wiki/Anderson_Silva,Vitor Belfort,/wiki/Vitor_Belfort,KO (front kick and punches),Ultimate Fighting Championship,03:25,Mandalay Bay Events Center
"Las Vegas, Nevada","February 5, 2011",UFC 126: Silva vs. Belfort,Light Heavyweight,3,Forrest Griffin,def.,/wiki/Forrest_Griffin,Rich Franklin,/wiki/Rich_Franklin,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","February 5, 2011",UFC 126: Silva vs. Belfort,Light Heavyweight,2,Jon Jones,def.,/wiki/Jon_Jones,Ryan Bader,/wiki/Ryan_Bader,Submission (guillotine choke),Ultimate Fighting Championship,04:20,Mandalay Bay Events Center
"Las Vegas, Nevada","February 5, 2011",UFC 126: Silva vs. Belfort,Welterweight,3,Jake Ellenberger,def.,/wiki/Jake_Ellenberger,Carlos Eduardo Rocha,/wiki/Carlos_Eduardo_Rocha,"Decision (split) (27_ÑÐ30, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
