city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Welterweight,3,Matthew Riddle,vs.,/wiki/Matthew_Riddle,Che Mills,/wiki/Che_Mills,No Contest (overturned),Ultimate Fighting Championship,05:00,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Lightweight,3,Renee Forte,def.,/wiki/Renee_Forte,Terry Etim,/wiki/Terry_Etim,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Lightweight,3,Danny Castillo,def.,/wiki/Danny_Castillo,Paul Sass,/wiki/Paul_Sass,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Featherweight,3,Andy Ogle,def.,/wiki/Andy_Ogle,Josh Grispi,/wiki/Josh_Grispi,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Middleweight,2,Tom Watson,def.,/wiki/Tom_Watson_(fighter),Stanislav Nedkov,/wiki/Stanislav_Nedkov,TKO (knees & punches),Ultimate Fighting Championship,04:42,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Bantamweight,3,Vaughan Lee,def.,/wiki/Vaughan_Lee_(fighter),,,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Wembley Arena
"London, United Kingdom","February 16, 2013",UFC on Fuel TV: BarÌ£o vs. McDonald,Flyweight,3,Phil Harris,def.,/wiki/Phil_Harris_(fighter),Ulysses Gomez,/wiki/Ulysses_Gomez,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Wembley Arena
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Women's Bantamweight,1,Ronda Rousey,def.,/wiki/Ronda_Rousey,Liz Carmouche,/wiki/Liz_Carmouche,Submission (armbar),Ultimate Fighting Championship,04:49,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Light Heavyweight,3,Lyoto Machida,def.,/wiki/Lyoto_Machida,Dan Henderson,/wiki/Dan_Henderson,"Decision (split) (28‰ÛÒ29, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Bantamweight,1,Urijah Faber,def.,/wiki/Urijah_Faber,Ivan Menjivar,/wiki/Ivan_Menjivar,Submission (standing rear-naked choke),Ultimate Fighting Championship,04:34,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Welterweight,3,Court McGee,def.,/wiki/Court_McGee,Josh Neer,/wiki/Josh_Neer,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Welterweight,1,Robbie Lawler,def.,/wiki/Robbie_Lawler,Josh Koscheck,/wiki/Josh_Koscheck,TKO (knee and punches),Ultimate Fighting Championship,03:57,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Heavyweight,3,Brendan Schaub,def.,/wiki/Brendan_Schaub,Lavar Johnson,/wiki/Lavar_Johnson,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Lightweight,2,Michael Chiesa,def.,/wiki/Michael_Chiesa,Anton Kuivanen,/wiki/Anton_Kuivanen,Submission (rear-naked choke),Ultimate Fighting Championship,02:29,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Featherweight,3,Dennis Bermudez,def.,/wiki/Dennis_Bermudez,Matt Grice,/wiki/Matt_Grice,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Lightweight,3,Sam Stout,def.,/wiki/Sam_Stout,Caros Fodor,/wiki/Caros_Fodor,"Decision (split) (28‰ÛÒ29, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Welterweight,1,Kenny Robertson,def.,/wiki/Kenny_Robertson,,,Verbal Submission (kneebar),Ultimate Fighting Championship,02:57,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Welterweight,3,Neil Magny,def.,/wiki/Neil_Magny,Jon Manley,/wiki/Jon_Manley,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Honda Center
"Anaheim, California","February 23, 2013",UFC 157: Rousey vs. Carmouche,Catchweight (175.8åÊlbs.),3,Nah-Shon Burrell,def.,/wiki/Nah-Shon_Burrell,Yuri Villefort,/wiki/Yuri_Villefort,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Honda Center
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Light Heavyweight,2,Wanderlei Silva,def.,/wiki/Wanderlei_Silva,Brian Stann,/wiki/Brian_Stann,KO (punches),Ultimate Fighting Championship,04:08,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Heavyweight,3,Mark Hunt,def.,/wiki/Mark_Hunt,Stefan Struve,/wiki/Stefan_Struve,TKO (punches),Ultimate Fighting Championship,01:44,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Catchweight (158 lb),3,Diego Sanchez,def.,/wiki/Diego_Sanchez,Takanori Gomi,/wiki/Takanori_Gomi,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Middleweight,3,Yushin Okami,def.,/wiki/Yushin_Okami,Hector Lombard,/wiki/Hector_Lombard,"Decision (split) (28‰ÛÒ29, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Featherweight,3,Rani Yahya,def.,/wiki/Rani_Yahya,Mizuto Hirota,/wiki/Mizuto_Hirota,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Welterweight,3,Dong Hyun Kim,def.,/wiki/Dong_Hyun_Kim,Siyar Bahadurzada,/wiki/Siyar_Bahadurzada,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Middleweight,3,Brad Tavares,def.,/wiki/Brad_Tavares,Riki Fukuda,/wiki/Riki_Fukuda,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Bantamweight,3,Takeya Mizugaki,def.,/wiki/Takeya_Mizugaki,Bryan Caraway,/wiki/Bryan_Caraway,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Lightweight,3,Kazuki Tokudome,def.,/wiki/Kazuki_Tokudome,Cristiano Marcello,/wiki/Cristiano_Marcello,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Bantamweight,3,Alex Caceres,vs.,/wiki/Alex_Caceres,Kyung Ho Kang,/wiki/Kyung_Ho_Kang,No Contest (overturned),Ultimate Fighting Championship,05:00,Saitama Super Arena
"Saitama, Japan","March 3, 2013",UFC on Fuel TV: Silva vs. Stann,Welterweight,2,Hyun Gyu Lim,def.,/wiki/Hyun_Gyu_Lim,Marcelo GuimarÌ£es,/wiki/Marcelo_Guimar%C3%A3es,KO (knee and punches),Ultimate Fighting Championship,04:00,Saitama Super Arena
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,5,Georges St-Pierre,def.,/wiki/Georges_St-Pierre,Nick Diaz,/wiki/Nick_Diaz,"Decision (unanimous) (50‰ÛÒ45, 50‰ÛÒ45, 50‰ÛÒ45)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,3,Johny Hendricks,def.,/wiki/Johny_Hendricks,Carlos Condit,/wiki/Carlos_Condit,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,1,Jake Ellenberger,def.,/wiki/Jake_Ellenberger,Nate Marquardt,/wiki/Nate_Marquardt,KO (punches),Ultimate Fighting Championship,03:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Middleweight,3,Chris Camozzi,def.,/wiki/Chris_Camozzi,Nick Ring,/wiki/Nick_Ring,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Lightweight,3,Mike Ricci,def.,/wiki/Mike_Ricci_(fighter),Colin Fletcher,/wiki/Colin_Fletcher_(fighter),"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,3,Patrick CÌ«tÌ©,def.,/wiki/Patrick_C%C3%B4t%C3%A9_(fighter),Bobby Voelker,/wiki/Bobby_Voelker,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Featherweight,1,Darren Elkins,def.,/wiki/Darren_Elkins,Antonio Carvalho,/wiki/Antonio_Carvalho,TKO (punches),Ultimate Fighting Championship,03:06,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,1,Jordan Mein,def.,/wiki/Jordan_Mein,Dan Miller,/wiki/Dan_Miller_(fighter),TKO (punches),Ultimate Fighting Championship,04:42,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Lightweight,3,John Makdessi,def.,/wiki/John_Makdessi,Daron Cruickshank,/wiki/Daron_Cruickshank,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Welterweight,1,Rick Story,def.,/wiki/Rick_Story,Quinn Mulhern,/wiki/Quinn_Mulhern,TKO (punches),Ultimate Fighting Championship,03:05,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Bantamweight,2,T.J. Dillashaw,def.,/wiki/T.J._Dillashaw,Issei Tamura,/wiki/Issei_Tamura,KO (knee and punches),Ultimate Fighting Championship,00:26,Bell Centre
Montreal,"March 16, 2013",UFC 158: St-Pierre vs. Diaz,Bantamweight,3,George Roop,def.,/wiki/George_Roop,Reuben Duran,/wiki/Reuben_Duran,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Bell Centre
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Light Heavyweight,3,Gegard Mousasi,def.,/wiki/Gegard_Mousasi,Ilir Latifi,/wiki/Ilir_Latifi,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Lightweight,2,Ross Pearson,def.,/wiki/Ross_Pearson,Ryan Couture,/wiki/Ryan_Couture,TKO (punches),Ultimate Fighting Championship,03:45,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Heavyweight,1,Matt Mitrione,def.,/wiki/Matt_Mitrione,Phil De Fries,/wiki/Phil_De_Fries,KO (punches),Ultimate Fighting Championship,00:19,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Bantamweight,3,Brad Pickett,def.,/wiki/Brad_Pickett,Mike Easton,/wiki/Mike_Easton,"Decision (split) (30‰ÛÒ27, 28‰ÛÒ29, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Featherweight,1,Diego BrandÌ£o,def.,/wiki/Diego_Brand%C3%A3o,Pablo Garza,/wiki/Pablo_Garza_(fighter),Submission (arm-triangle choke),Ultimate Fighting Championship,03:27,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Featherweight,3,Akira Corassani,def.,/wiki/Akira_Corassani,Robbie Peralta,/wiki/Robbie_Peralta,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Lightweight,3,Reza Madadi,def.,/wiki/Reza_Madadi,Michael Johnson,/wiki/Michael_Johnson_(fighter),Submission (D'Arce choke),Ultimate Fighting Championship,01:33,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Middleweight,1,Tor TroÌ©ng,def.,/wiki/Tor_Tro%C3%A9ng,Adam Cella,/wiki/Adam_Cella,Submission (rear-naked choke),Ultimate Fighting Championship,03:11,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Welterweight,3,Adlan Amagov,def.,/wiki/Adlan_Amagov,Chris SpÌ´ng,/wiki/Chris_Sp%C3%A5ng,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Featherweight,1,Conor McGregor,def.,/wiki/Conor_McGregor,Marcus Brimage,/wiki/Marcus_Brimage,TKO (punches),Ultimate Fighting Championship,01:07,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Welterweight,3,Ryan LaFlare,def.,/wiki/Ryan_LaFlare,Ben Alloway,/wiki/Ben_Alloway,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Middleweight,2,Tom Lawlor,def.,/wiki/Tom_Lawlor,Michael Kuiper,/wiki/Michael_Kuiper,Submission (guillotine choke),Ultimate Fighting Championship,01:05,Ericsson Globe Arena
Stockholm,"April 6, 2013",UFC on Fuel TV: Mousasi vs. Latifi,Welterweight,3,Papy Abedi,def.,/wiki/Papy_Abedi,,,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Ericsson Globe Arena
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Bantamweight,4,Urijah Faber,def.,/wiki/Urijah_Faber,Scott Jorgensen,/wiki/Scott_Jorgensen,Submission (rear-naked choke),Ultimate Fighting Championship,03:16,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,3,Kelvin Gastelum,def.,/wiki/Kelvin_Gastelum,Uriah Hall,/wiki/Uriah_Hall,"Decision (split) (29‰ÛÒ28, 28‰ÛÒ29, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Women's Bantamweight,3,Cat Zingano,def.,/wiki/Cat_Zingano,Miesha Tate,/wiki/Miesha_Tate,TKO (knees and elbow),Ultimate Fighting Championship,02:55,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Heavyweight,1,Travis Browne,def.,/wiki/Travis_Browne,Gabriel Gonzaga,/wiki/Gabriel_Gonzaga,KO (elbows),Ultimate Fighting Championship,01:11,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,3,Robert McDaniel,def.,/wiki/Robert_McDaniel,,,Submission (triangle armbar),Ultimate Fighting Championship,02:49,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,2,Josh Samman,def.,/wiki/Josh_Samman,Kevin Casey,/wiki/Kevin_Casey_(fighter),TKO (knees),Ultimate Fighting Championship,02:17,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,3,Luke Barnatt,def.,/wiki/Luke_Barnatt,,,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,1,Dylan Andrews,def.,/wiki/Dylan_Andrews,,,TKO (punches),Ultimate Fighting Championship,03:22,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Middleweight,3,Clint Hester,def.,/wiki/Clint_Hester,Bristol Marunde,/wiki/Bristol_Marunde,KO (elbow),Ultimate Fighting Championship,03:53,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Featherweight,1,Cole Miller,def.,/wiki/Cole_Miller,Bart Palaszewski,/wiki/Bart_Palaszewski,Submission (rear-naked choke),Ultimate Fighting Championship,04:23,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Featherweight,3,Maximo Blanco,def.,/wiki/Maximo_Blanco,Sam Sicilia,/wiki/Sam_Sicilia,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","April 13, 2013",The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Featherweight,1,Daniel Pineda,def.,/wiki/Daniel_Pineda_(fighter),Justin Lawrence,/wiki/Justin_Lawrence,Submission (kimura),Ultimate Fighting Championship,01:35,Mandalay Bay Events Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Light Heavyweight,1,Jon Jones,def.,/wiki/Jon_Jones_(fighter),Chael Sonnen,/wiki/Chael_Sonnen,TKO (punches and elbows),Ultimate Fighting Championship,04:33,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Middleweight,3,Michael Bisping,def.,/wiki/Michael_Bisping,Alan Belcher,/wiki/Alan_Belcher,"Technical Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,04:29,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Heavyweight,1,Roy Nelson,def.,/wiki/Roy_Nelson_(fighter),Cheick Kongo,/wiki/Cheick_Kongo,KO (punches),Ultimate Fighting Championship,02:03,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Light Heavyweight,3,Phil Davis,def.,/wiki/Phil_Davis_(fighter),Vinny Magalhaes,/wiki/Vinny_Magalhaes,"Decision (unanimous) (30‰ÛÒ27, 30‰ÛÒ27, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Lightweight,3,Pat Healy,vs.,/wiki/Pat_Healy_(fighter),Jim Miller,/wiki/Jim_Miller_(fighter),No Contest (overturned),Ultimate Fighting Championship,04:02,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Lightweight,1,Rustam Khabilov,def.,/wiki/Rustam_Khabilov,Yancy Medeiros,/wiki/Yancy_Medeiros,TKO (thumb injury),Ultimate Fighting Championship,02:32,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Light Heavyweight,3,Ovince Saint Preux,def.,/wiki/Ovince_Saint_Preux,Gian Villante,/wiki/Gian_Villante,"Technical Decision (majority) (30‰ÛÒ28, 30‰ÛÒ29, 29‰ÛÒ29)",Ultimate Fighting Championship,00:33,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Women's Bantamweight,1,Sara McMann,def.,/wiki/Sara_McMann,Sheila Gaff,/wiki/Sheila_Gaff,TKO (punches),Ultimate Fighting Championship,04:06,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Bantamweight,3,Bryan Caraway,def.,/wiki/Bryan_Caraway,Johnny Bedford,/wiki/Johnny_Bedford,Submission (guillotine choke),Ultimate Fighting Championship,04:44,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Featherweight,3,Cody McKenzie,def.,/wiki/Cody_McKenzie,Leonard Garcia,/wiki/Leonard_Garcia,"Decision (unanimous) (29‰ÛÒ28, 30‰ÛÒ27, 30‰ÛÒ27)",Ultimate Fighting Championship,05:00,Prudential Center
"Newark, New Jersey","April 27, 2013",UFC 159: Jones vs. Sonnen,Featherweight,3,Steven Siler,def.,/wiki/Steven_Siler,,,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Prudential Center
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Middleweight,1,Vitor Belfort,def.,/wiki/Vitor_Belfort,Luke Rockhold,/wiki/Luke_Rockhold,KO (spinning heel kick and punches),Ultimate Fighting Championship,02:32,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Middleweight,1,Ronaldo Souza,def.,/wiki/Ronaldo_Souza,Chris Camozzi,/wiki/Chris_Camozzi,Technical Submission (arm-triangle choke),Ultimate Fighting Championship,03:37,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Lightweight,3,Rafael dos Anjos,def.,/wiki/Rafael_dos_Anjos,Evan Dunham,/wiki/Evan_Dunham,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Middleweight,3,Rafael Natal,def.,/wiki/Rafael_Natal,JoÌ£o Zeferino,/wiki/Jo%C3%A3o_Zeferino,"Decision (unanimous) (30‰ÛÒ27, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Featherweight,3,Nik Lentz,def.,/wiki/Nik_Lentz,Hacran Dias,/wiki/Hacran_Dias,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 28‰ÛÒ27)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Lightweight,1,Francisco Trinaldo,def.,/wiki/Francisco_Trinaldo,Mike Rio,/wiki/Mike_Rio,Submission (arm-triangle choke),Ultimate Fighting Championship,03:08,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Lightweight,2,Gleison Tibau,def.,/wiki/Gleison_Tibau,John Cholish,/wiki/John_Cholish,Submission (guillotine choke),Ultimate Fighting Championship,02:34,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Welterweight,3,Paulo Thiago,def.,/wiki/Paulo_Thiago,Michel Prazeres,/wiki/Michel_Prazeres,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Bantamweight,1,Iuri Alcantara,def.,/wiki/Iuri_Alcantara,Iliarde Santos,/wiki/Iliarde_Santos,KO (punches),Ultimate Fighting Championship,02:31,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Light Heavyweight,3,Fabio Maldonado,def.,/wiki/Fabio_Maldonado,Roger Hollett,/wiki/Roger_Hollett,"Decision (unanimous) (29‰ÛÒ27, 29‰ÛÒ28, 29‰ÛÒ27)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Flyweight,2,John Lineker,def.,/wiki/John_Lineker,,,TKO (punches),Ultimate Fighting Championship,01:07,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Flyweight,3,Jussier Formiga,def.,/wiki/Jussier_Formiga,Chris Cariaso,/wiki/Chris_Cariaso,"Decision (unanimous) (29‰ÛÒ28, 29‰ÛÒ28, 29‰ÛÒ28)",Ultimate Fighting Championship,05:00,Arena JaraguÌÁ
JaraguÌÁ do Sul,"May 18, 2013",UFC on FX: Belfort vs. Rockhold,Lightweight,3,Lucas Martins,def.,/wiki/Lucas_Martins,Jeremy Larsen,/wiki/Jeremy_Larsen,KO (punch),Ultimate Fighting Championship,00:13,Arena JaraguÌÁ
